1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816207393262774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.4109891749172554,0.0,0.0,0.0,0.0,0.0,0.9999999253096722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999399444705,0.0,0.0,0.0,0.0,0.0,0.15554410816767805,0.0,0.0,0.0,0.0,0.0,0.9999999453949947
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4109971082263633,0.0,1.0,0.5086690423293325,0.0,0.0,0.0,0.2814651897688791,0.40845669671858326,0.0,0.2814652116085491,0.0,0.0,0.0,0.0,0.0,0.4084566988535861,0.0,0.0,0.0,0.0,0.0,0.06299567697357239,0.0,0.0,0.0,0.0,0.0,0.40845669754299774
0.0,0.0,0.0,0.5086592512961151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9999999445630838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999807439917,0.9999999772989044,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2814597674342999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999882594519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9999999424193567,0.0,0.40844881943443073,0.0,0.0,0.0,0.0,0.0,0.9999999655875251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999710005538,0.0,0.0,0.0,0.0,0.0,0.155493845256144,0.0,0.0,0.0,0.0,0.0,1.0
